年 year
处罚 punishment
名声 reputation
序幕 prelude
序幕 prologue
醋 vinegar
岬 promontory
代理商 agency
代理商 agents
代理商 agent
舒适 comfort
舒适 cozy
舒适 comfy
舒适 comfortable
嘲笑 mock
充电 recharging
充电 charge
充电 charging
镍 nickel
哲也 tetsu
飞翔 fly
飞翔 flying
矿业 mining
地势 terrain
人马座 sagittarius
谷地 valley
桃子 peaches
桃子 momoko
桃子 peach
电缆 cabling
电缆 cables
电缆 cable
虱 lice
虱 louse
田野 fields
腐败 corrupt
腐败 corruption
副总裁 vp
少数民族 minority
少数民族 minorities
无聊 boring
无聊 bored
借口 excuses
造船厂 shipyard
女朋友 girlfriend
颚 jaw
颚 palate
酒馆 tavern
酒馆 pub
政治学 politics
飞碟 ufos
飞碟 ufo
郊外 outskirts
草甸 meadows
供给 supply
请愿 petitions
请愿 petition
荒漠 desert
荒漠 deserts
潟湖 lagoon
鹿角 antlers
先天 congenital
先天 innate
伪造 forgery
伪造 forged
伪造 forging
鹿特丹 rotterdam
好奇 curious
好奇 curiosity
盎司 ounce
盎司 ounces
放逐 exile
利息 interest
口述 dictating
口述 dictation
物料 material
物料 materials
打压 repression
打压 suppress
蚁 ant
蚁 ants
耦合 coupling
砂岩 sandstone
镖 dart
石英 quartz
珍藏 treasured
辩护 defense
波浪 wavy
波浪 waves
波浪 wave
超自然 supernatural
成龙 jackie
犹太教 jewish
犹太教 judaism
血清 serum
小泽 ozawa
凛 rin
爱人 lovers
爱人 lover
各区 districts
瓶子 bottles
瓶子 bottle
清明 qingming
前列腺 prostate
无奈 helpless
小米 mi
小米 xiaomi
小米 millet
化妆 makeup
演示 demo
演示 demonstration
游击队 guerrilla
游击队 partisan
定罪 convicted
定罪 criminalization
定罪 convictions
定罪 conviction
倡议 initiatives
倡议 initiative
聘用 hiring
盒子 box
勉强 barely
孟子 mencius
液态 liquid
法郎 franc
法郎 francs
弃权 abstentions
弃权 waiver
弃权 abstention
博弈 game
百分比 percentages
百分比 percentage
百分比 percent
制造业 manufacture
制造业 manufacturing
妥协 compromise
动议 motion
动议 motions
路障 roadblock
路障 roadblocks
解雇 dismissal
阻塞 blockage
狙击手 sniper
气流 airstream
评判 judging
锅炉 boiler
锅炉 boilers
经文 verses
经文 scripture
经文 scriptures
沙丘 dunes
沙丘 dune
会津 aizu
奉献 dedication
奉献 dedicated
奉献 devotion
川上 kawakami
礼堂 auditorium
药品 medicine
药品 drugs
药品 medicines
药品 medication
筹款 fundraising
盔 helmet
全职 fulltime
清新 fresh
清新 freshness
宁波 ningbo
地基 foundations
太极 taiji
雇主 employers
雇主 employer
朱雀 rosefinch
升起 rise
忧郁 melancholy
忧郁 gloomy
吃了 eat
创始 founding
诈骗 fraud
诈骗 scam
诈骗 swindle
莓 raspberries
偷渡 stowaway
偷渡 smuggling
任用 appointments
任用 appointment
地下水 groundwater
阶梯 ladder
阶梯 stairs
黄蜂 wasp
烟火 fireworks
烟火 pyrotechnics
烟火 firework
有序 orderly
反弹 rebound
反弹 backlash
反弹 bounce
屏障 barriers
屏障 barrier
节点 node
节点 nodes
曙 akebono
姿势 pose
姿势 posture
孤儿 orphans
孤儿 orphan
离散 discrete
周四 thu
周四 thursday
船坞 dock
党派 partisan
协奏曲 concerto
希伯来 hebrew
碉堡 bunker
碉堡 bunkers
魔术师 magicians
魔术师 magician
最深 deepest
葬礼 funeral
儒学 confucianism
宝座 throne
皇甫 huangfu
剪接 splice
电子邮件 email
击溃 rout
迹象 signs
高能 energetic
招聘 recruitment
招聘 recruiting
招聘 hiring
加速度 acceleration
喇叭 horn
贝勒 belle
贝勒 baylor
不平等 inequity
不平等 inequality
不平等 unequal
不平等 inequalities
晶体 crystal
晶体 crystals
开花 flowering
开花 bloom
白话 vernacular
熵 entropy
化解 defusing
廉价 cheap
空心 hollow
收养 adopt
收养 adoption
收养 adoptions
音讯 audio
桂林市 guilin
叛逆 rebellious
叛逆 rebellion
起落架 undercarriage
外甥 nephew
密封 seal
快车 express
警卫 guard
重现 recurrence
信赖 trusted
弥撒 mass
两栖 amphibious
古物 antiquities
古物 antiquity
神道 shinto
撞球 billiards
撞球 pool
剥夺 deprivation
后援 backup
鼓舞 inspiring
鼓舞 encouragement
关税 tariffs
关税 tariff
关税 customs
不法 wrongful
上颌 maxillary
定性 qualitative
定性 characterization
读取 read
读取 reading
纸币 banknotes
纸币 banknote
调动 reassignment
调动 redeployment
调动 mobilization
调动 mobilizing
调动 mobility
独唱 soloist
独唱 solo
光电 photovoltaic
十字军 crusade
十字军 crusades
十字军 crusaders
十字军 crusader
体力 strength
平均值 average
平均值 averages
不败 undefeated
兴奋 excitement
兴奋 excited
神龙 dragon
希腊文 greek
紫外线 uv
紫外线 ultraviolet
大介 daisuke
申报 declare
投注 betting
鲨鱼 sharks
鲨鱼 shark
大脑 brain
大脑 brains
孤独 loneliness
孤独 lonely
单字 word
套房 suite
套房 suites
老兵 vets
老兵 veteran
老兵 veterans
更低 lower
变速箱 gearbox
心态 mindsets
心态 mentality
心态 mindset
天秤座 libra
过滤 filter
过滤 filtered
过滤 filtering
过滤 filtration
过滤 filters
黄道 ecliptic
黄道 zodiac
驾驶舱 cockpit
甘地 gandhi
救护 ambulance
加法 additive
蒸气 vapor
蒸气 steam
蒸气 vapour
天命 destiny
代管 escrow
提问 question
辽宁 liaoning
斜坡 slope
斜坡 slopes
斜坡 ramp
轮椅 wheelchairs
轮椅 wheelchair
袋鼠 wallaby
袋鼠 kangaroo
袋鼠 kangaroos
弱势 vulnerable
开罗 cairo
不适 discomfort
服从 obey
服从 obedience
水力 hydro
水力 hydraulics
水力 hydraulic
水力 hydropower
向日葵 sunflowers
向日葵 sunflower
援军 reinforcements
转让 transfer
转让 assignment
转让 assignments
转让 transfers
驻军 garrison
反对党 opposition
博爱 fraternity
冒犯 offensive
早餐 breakfast
肉体 flesh
动力学 dynamics
纬度 latitude
纬度 lat
纬度 latitudes
灵活 flexible
灵活 flexibility
萨姆 sam
扣留 withholding
扣留 detain
冻结 frozen
冻结 freezing
冻结 freeze
副本 copy
副本 copies
粥 porridge
粥 congee
快餐 quickie
停工 lockout
横向 horizontal
横向 lateral
辻 tsuji
水坝 dam
水坝 dams
隆起 bulge
典范 exemplary
雄心 ambitions
雄心 ambitious
雄心 ambition
幼虫 larvae
幼虫 larva
瘫痪 paralyze
瘫痪 paralysis
瘫痪 paralyzed
航运 shipping
开关 switches
开关 switch
邦联 confederacy
邦联 confederation
主妇 housewives
主妇 housewife
填写 fill
疣 warts
陆战队 marines
农林 agroforestry
扣除 deduction
扣除 deduct
扣除 deducted
以色列人 israelis
录取 admission
肯亚 kenya
扔 throw
硫化 sulphide
硫化 sulfide
影射 innuendo
母音 vowel
巧合 coincidence
代谢 metabolism
代谢 metabolic
大声 loud
堪萨斯 kansas
战地 battlefield
进食 feeding
进食 eating
居留 residency
新兵 recruit
上线 online
涅槃 nirvana
老年人 seniors
老年人 elderly
幸存者 survivors
幸存者 survivor
水灾 floods
水灾 flooding
水灾 flood
貂 mink
貂 sable
煎 frying
煎 fry
割让 cession
遥控 remote
辉煌 brilliant
石榴 pomegranate
多余 extra
多余 superfluous
多余 redundant
多余 excess
受害人 victims
受害人 victim
美学 aesthetics
美学 aesthetic
坚强 strong
政客 politicians
政客 politician
季刊 quarterly
水母 jellyfish
电阻 resistance
上级 superior
震动 tremor
震动 vibration
病理 pathology
病理 pathological
古琴 guqin
煞车 brake
煞车 brakes
必要性 necessity
坚决 resolute
嫌犯 suspects
嫌犯 suspect
身份证 id
平房 bungalow
元气 genki
薪水 salary
酿酒 brewing
多面体 polyhedron
发声 audible
妨碍 obstruction
后果 consequence
后果 consequences
薪资 salary
薪资 salaries
埋伏 ambush
抵押 collateral
抵押 mortgage
大方 generous
扣押 sequestration
扣押 seizure
扣押 impound
元老院 senate
天真 naive
美化 landscaping
美化 beautified
美化 beautify
美化 beautification
配方 formula
备忘录 memo
备忘录 memorandum
许可证 license
许可证 permits
许可证 licence
许可证 permit
许可证 licenses
硬度 hardness
考官 examiner
合法化 legalization
合法化 legalizing
合法化 legalized
合法化 legitimization
巴塞隆纳 barcelona
坠 pendant
极少 rarely
流体 fluid
流体 fluids
强硬 tough
素质 quality
素质 qualities
伯父 uncle
突变 mutated
突变 mutant
突变 mutating
突变 mutation
突变 mutations
高射炮 flak
塞内加尔 senegal
模具 mould
模具 moulds
模具 mold
模具 molds
椅子 chairs
椅子 chair
琥珀 amber
欲望 desire
欲望 lust
欲望 desires
插座 socket
插座 sockets
圣徒 saints
爱好 hobby
爱好 hobbies
肥胖 obesity
上岸 ashore
象牙 ivory
坠落 falling
活泼 lively
菊花 chrysanthemum
菊花 daisy
氙 xenon
募款 fundraiser
募款 fundraising
自焚 immolation
骇客 hacker
骇客 hackers
漂 floating
漂 drifting
失明 blindness
白雪 snowy
神田 kanda
曲折 tortuous
病房 ward
病房 wards
突尼西亚 tunisia
突尼西亚 tunis
平野 hirano
剧作家 playwright
熊猫 panda
熊猫 pandas
纵火 arson
零星 sporadic
头条 headline
族裔 ethnicity
族裔 ethnic
正直 integrity
写信 write
弹珠 marbles
弹珠 marble
乙烯 ethylene
乙烯 vinyl
钠 sodium
硒 selenium
伤心 sad
衣物 clothing
衣物 clothes
扶手 railing
扶手 handrail
扶手 handrails
海燕 petrels
甘露 manna
甘露 nectar
今夜 tonight
敦促 urge
敦促 urging
敦促 urges
固态 solid
染料 dye
染料 dyes
避难 asylum
避难 refuge
唐人街 chinatown
从来没有 never
鸦片 opium
延误 delay
延误 delays
延误 delayed
界线 boundaries
螺旋桨 propeller
螺旋桨 propellers
获利 profit
获利 profitability
领事 consuls
领事 consul
领事 consular
围城 siege
围城 sieges
爱滋病 aids
托管 hosting
托管 trusteeship
国度 kingdom
无穷 infinite
无穷 infinity
频宽 bandwidth
执业 practises
取缔 proscription
加固 fortify
加固 reinforcement
新生代 cenozoic
藻类 algae
打字 typing
巫师 wizard
巫师 wizards
美咲 misaki
玩偶 dolls
玩偶 doll
釉 glaze
写入 write
写入 writing
有色 colored
有色 coloured
钞 banknotes
贫困 poverty
黑社会 triad
黑社会 gangster
竞争力 competitive
竞争力 competitiveness
荒野 wilderness
拥护 espouse
粉末 powder
粉末 powders
亲密 intimate
义工 volunteer
过境 transit
矩形 rectangle
矩形 rectangular
贪 greedy
贪 greed
野蛮 savage
野蛮 barbaric
野蛮 savagery
野蛮 brutal
火腿 ham
脆 crisp
脆 crispy
谬误 fallacies
谬误 fallacy
殴打 assault
殴打 beating
殴打 beatings
暴徒 thug
暴徒 mob
暴徒 thugs
壁画 murals
壁画 fresco
壁画 mural
士气 morale
传言 rumor
大社 taisha
倚 leaning
职能 function
爵士乐 jazz
慈善家 philanthropist
慈善家 philanthropists
女童 girls
暴行 brutality
暴行 atrocity
暴行 atrocities
援引 invocation
援引 invoking
援引 invoke
蘑菇 mushrooms
蘑菇 mushroom
泣 sobbing
俯瞰 overlooking
牲畜 livestock
底片 negatives
信玄 shingen
葡萄牙语 portuguese
氧气 oxygen
杰克逊 jackson
获释 released
≡ ≡
石墨 graphite
颊 cheeks
原告 plaintiff
原告 plaintiffs
横扫 sweeping
横扫 sweep
梵蒂冈 vatican
寮国 lao
寮国 laos
骚乱 riots
骚乱 unrest
骚乱 riot
骚乱 rioting
蜡笔 crayons
蜡笔 crayon
弱点 weakness
弱点 weaknesses
弱点 vulnerability
浅野 asano
午餐 lunch
增益 gain
增益 gains
亚当斯 adams
立国 statehood
匙 spoon
徘徊 wandering
夜行 nocturnal
可乐 coke
折叠 fold
折叠 folding
蜗牛 snails
蜗牛 snail
不一致 inconsistent
鹭 heron
奋斗 struggle
东风 df
东风 dongfeng
军阀 warlords
军阀 warlord
蜂蜜 honey
油画 painting
油画 paintings
玄武 xuanwu
称谓 designation
瑕疵 flaw
瑕疵 flawed
瑕疵 flaws
瑕疵 defects
瑕疵 imperfections
灯笼 lanterns
灯笼 lantern
受益 benefiting
受益 benefit
乐观 upbeat
乐观 optimistic
乐观 optimism
异性 heterosexual
变体 variants
亲近 closeness
俯冲 dive
扶梯 escalator
活著 alive
遗留 legacy
烹饪 cooking
柠檬 lemon
摩登 modern
前所未有 unprecedented
装修 renovated
装修 renovation
旅途 journey
况且 besides
救济 relief
配给 rationing
配给 rations
配给 ration
叛徒 traitor
群组 group
群组 groups
跟踪 tracking
跟踪 stalking
天国 heaven
梵语 sanskrit
手续 formalities
手续 formality
喝酒 drink
多样性 diversity
檀香山 honolulu
处置 disposal
处置 dispose
处置 disposition
处置 disposals
警探 detective
工作站 workstation
工作站 workstations
曲率 curvature
玲奈 rena
草稿 draft
草稿 drafts
量度 measuring
量度 measure
按摩 massages
按摩 massage
宝马 bmw
猎户座 orion
林地 woodland
林地 woodlands
寓言 parable
寓言 fables
寓言 fable
竿 pole
变异 mutated
变异 mutant
变异 variations
变异 mutation
变异 variation
栏位 field
栏位 fields
领事馆 consulate
历法 calendar
饶舌 rapping
饶舌 rap
忽视 ignore
忽视 neglect
忽视 ignoring
特使 envoy
特使 envoys
为甚么 why
煽动 instigation
煽动 incitement
煽动 agitation
煽动 inciting
煽动 sedition
应变 strain
誓言 vow
誓言 oath
誓言 oaths
誓言 vows
颗粒 particles
颗粒 particulates
颗粒 particle
颗粒 particulate
效用 utility
沥青 bitumen
沥青 asphalt
清单 checklist
清单 list
夜总会 nightclubs
夜总会 nightclub
保养 upkeep
保养 maintenance
奶油 butter
奶油 creamy
奶油 cream
家庭教师 governess
审讯 interrogation
审讯 trial
骚动 unrest
骚动 commotion
萃取 extraction
萃取 extract
压迫 repression
压迫 oppression
跨度 span
填补 filling
填补 fill
木偶 puppets
木偶 puppet
每当 whenever
丁香 cloves
丁香 clove
政令 decrees
政令 edict
政令 decree
政令 ordinance
甄选 selection
困惑 confusion
困惑 confused
困惑 confusing
外人 outsiders
外人 outsider
圣地亚哥 santiago
营地 campsite
营地 camp
营地 camps
石桥 ishibashi
压倒性 overwhelming
压倒性 overriding
大纲 outline
大纲 outlines
中继 relay
透镜 lens
背包 backpack
背包 backpacks
乐天 lotte
素描 sketches
素描 sketch
素描 sketching
舅舅 uncle
大同市 datong
大兴 daxing
石首鱼 kingfish
堵塞 clogged
堵塞 plugging
融化 melting
融化 melted
融化 melt
嫉妒 jealous
嫉妒 jealousy
举重 weightlifting
邂逅 encounter
赤字 deficit
赤字 deficits
共存 coexist
共存 coexistence
放大器 amp
放大器 amplifier
放大器 amplifiers
放大器 amps
离心 centrifuge
离心 centrifugal
现况 status
